0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.104
0.0,0.0,0.0,0.0,0.104,0.512
0.0,0.0,0.0,0.104,0.512,0.946
0.0,0.0,0.104,0.512,0.946,1.455
0.0,0.104,0.512,0.946,1.455,1.827
0.104,0.512,0.946,1.455,1.827,2.513
0.512,0.946,1.455,1.827,2.513,4.45
0.946,1.455,1.827,2.513,4.45,3.602
1.455,1.827,2.513,4.45,3.602,4.64
1.827,2.513,4.45,3.602,4.64,5.372
2.513,4.45,3.602,4.64,5.372,5.963
4.45,3.602,4.64,5.372,5.963,8.654
3.602,4.64,5.372,5.963,8.654,13.857
4.64,5.372,5.963,8.654,13.857,18.084
5.372,5.963,8.654,13.857,18.084,25.168
5.963,8.654,13.857,18.084,25.168,26.93
8.654,13.857,18.084,25.168,26.93,30.308
13.857,18.084,25.168,26.93,30.308,25.887
18.084,25.168,26.93,30.308,25.887,16.021
25.168,26.93,30.308,25.887,16.021,28.63
26.93,30.308,25.887,16.021,28.63,33.639
30.308,25.887,16.021,28.63,33.639,36.076
25.887,16.021,28.63,33.639,36.076,36.526
16.021,28.63,33.639,36.076,36.526,37.085
28.63,33.639,36.076,36.526,37.085,38.031
33.639,36.076,36.526,37.085,38.031,38.761
36.076,36.526,37.085,38.031,38.761,38.956
36.526,37.085,38.031,38.761,38.956,38.798
37.085,38.031,38.761,38.956,38.798,38.27
38.031,38.761,38.956,38.798,38.27,36.672
38.761,38.956,38.798,38.27,36.672,38.142
38.956,38.798,38.27,36.672,38.142,37.362
38.798,38.27,36.672,38.142,37.362,36.7
38.27,36.672,38.142,37.362,36.7,36.056
36.672,38.142,37.362,36.7,36.056,35.092
38.142,37.362,36.7,36.056,35.092,33.891
37.362,36.7,36.056,35.092,33.891,32.492
36.7,36.056,35.092,33.891,32.492,31.01
36.056,35.092,33.891,32.492,31.01,29.349
35.092,33.891,32.492,31.01,29.349,27.557
33.891,32.492,31.01,29.349,27.557,25.608
32.492,31.01,29.349,27.557,25.608,23.556
31.01,29.349,27.557,25.608,23.556,21.429
29.349,27.557,25.608,23.556,21.429,18.945
27.557,25.608,23.556,21.429,18.945,16.521
25.608,23.556,21.429,18.945,16.521,14.161
23.556,21.429,18.945,16.521,14.161,11.724
21.429,18.945,16.521,14.161,11.724,9.364
18.945,16.521,14.161,11.724,9.364,7.122
16.521,14.161,11.724,9.364,7.122,5.171
14.161,11.724,9.364,7.122,5.171,3.59
11.724,9.364,7.122,5.171,3.59,2.516
9.364,7.122,5.171,3.59,2.516,1.78
7.122,5.171,3.59,2.516,1.78,1.206
5.171,3.59,2.516,1.78,1.206,0.65
3.59,2.516,1.78,1.206,0.65,0.259
2.516,1.78,1.206,0.65,0.259,0.115
1.78,1.206,0.65,0.259,0.115,0.052
1.206,0.65,0.259,0.115,0.052,0.0
0.65,0.259,0.115,0.052,0.0,0.0
0.259,0.115,0.052,0.0,0.0,0.0
0.115,0.052,0.0,0.0,0.0,0.0
0.052,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.221
0.0,0.0,0.0,0.0,0.221,0.672
0.0,0.0,0.0,0.221,0.672,1.13
0.0,0.0,0.221,0.672,1.13,1.531
0.0,0.221,0.672,1.13,1.531,2.205
0.221,0.672,1.13,1.531,2.205,3.362
0.672,1.13,1.531,2.205,3.362,5.3
1.13,1.531,2.205,3.362,5.3,7.708
1.531,2.205,3.362,5.3,7.708,10.186
2.205,3.362,5.3,7.708,10.186,12.757
3.362,5.3,7.708,10.186,12.757,15.368
5.3,7.708,10.186,12.757,15.368,17.726
7.708,10.186,12.757,15.368,17.726,20.003
10.186,12.757,15.368,17.726,20.003,22.358
12.757,15.368,17.726,20.003,22.358,24.49
15.368,17.726,20.003,22.358,24.49,26.556
17.726,20.003,22.358,24.49,26.556,28.341
20.003,22.358,24.49,26.556,28.341,29.646
22.358,24.49,26.556,28.341,29.646,31.407
24.49,26.556,28.341,29.646,31.407,32.577
26.556,28.341,29.646,31.407,32.577,34.331
28.341,29.646,31.407,32.577,34.331,35.46
29.646,31.407,32.577,34.331,35.46,36.16
31.407,32.577,34.331,35.46,36.16,36.919
32.577,34.331,35.46,36.16,36.919,37.028
34.331,35.46,36.16,36.919,37.028,37.19
35.46,36.16,36.919,37.028,37.19,37.916
36.16,36.919,37.028,37.19,37.916,38.004
36.919,37.028,37.19,37.916,38.004,37.568
37.028,37.19,37.916,38.004,37.568,37.332
37.19,37.916,38.004,37.568,37.332,36.808
37.916,38.004,37.568,37.332,36.808,36.486
38.004,37.568,37.332,36.808,36.486,36.021
37.568,37.332,36.808,36.486,36.021,35.126
37.332,36.808,36.486,36.021,35.126,33.981
36.808,36.486,36.021,35.126,33.981,32.98
36.486,36.021,35.126,33.981,32.98,31.833
36.021,35.126,33.981,32.98,31.833,30.552
35.126,33.981,32.98,31.833,30.552,29.343
33.981,32.98,31.833,30.552,29.343,27.636
32.98,31.833,30.552,29.343,27.636,26.102
31.833,30.552,29.343,27.636,26.102,24.267
30.552,29.343,27.636,26.102,24.267,22.289
29.343,27.636,26.102,24.267,22.289,19.921
27.636,26.102,24.267,22.289,19.921,17.573
26.102,24.267,22.289,19.921,17.573,15.058
24.267,22.289,19.921,17.573,15.058,12.194
22.289,19.921,17.573,15.058,12.194,9.918
19.921,17.573,15.058,12.194,9.918,7.928
17.573,15.058,12.194,9.918,7.928,6.203
15.058,12.194,9.918,7.928,6.203,4.692
12.194,9.918,7.928,6.203,4.692,3.597
9.918,7.928,6.203,4.692,3.597,2.624
7.928,6.203,4.692,3.597,2.624,1.871
6.203,4.692,3.597,2.624,1.871,1.28
4.692,3.597,2.624,1.871,1.28,0.718
3.597,2.624,1.871,1.28,0.718,0.297
2.624,1.871,1.28,0.718,0.297,0.128
1.871,1.28,0.718,0.297,0.128,0.065
1.28,0.718,0.297,0.128,0.065,0.0
0.718,0.297,0.128,0.065,0.0,0.0
0.297,0.128,0.065,0.0,0.0,0.0
0.128,0.065,0.0,0.0,0.0,0.0
0.065,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.158
0.0,0.0,0.0,0.0,0.158,0.598
0.0,0.0,0.0,0.158,0.598,1.153
0.0,0.0,0.158,0.598,1.153,1.749
0.0,0.158,0.598,1.153,1.749,2.474
0.158,0.598,1.153,1.749,2.474,3.391
0.598,1.153,1.749,2.474,3.391,4.614
1.153,1.749,2.474,3.391,4.614,6.196
1.749,2.474,3.391,4.614,6.196,8.047
2.474,3.391,4.614,6.196,8.047,9.766
3.391,4.614,6.196,8.047,9.766,11.915
4.614,6.196,8.047,9.766,11.915,13.731
6.196,8.047,9.766,11.915,13.731,15.783
8.047,9.766,11.915,13.731,15.783,17.39
9.766,11.915,13.731,15.783,17.39,19.42
11.915,13.731,15.783,17.39,19.42,21.755
13.731,15.783,17.39,19.42,21.755,23.838
15.783,17.39,19.42,21.755,23.838,25.744
17.39,19.42,21.755,23.838,25.744,27.223
19.42,21.755,23.838,25.744,27.223,28.724
21.755,23.838,25.744,27.223,28.724,29.751
23.838,25.744,27.223,28.724,29.751,30.519
25.744,27.223,28.724,29.751,30.519,31.483
27.223,28.724,29.751,30.519,31.483,32.476
28.724,29.751,30.519,31.483,32.476,32.937
29.751,30.519,31.483,32.476,32.937,33.323
30.519,31.483,32.476,32.937,33.323,33.295
31.483,32.476,32.937,33.323,33.295,33.275
32.476,32.937,33.323,33.295,33.275,33.653
32.937,33.323,33.295,33.275,33.653,33.317
33.323,33.295,33.275,33.653,33.317,32.827
33.295,33.275,33.653,33.317,32.827,32.862
33.275,33.653,33.317,32.827,32.862,31.805
33.653,33.317,32.827,32.862,31.805,31.763
33.317,32.827,32.862,31.805,31.763,31.14
32.827,32.862,31.805,31.763,31.14,30.257
32.862,31.805,31.763,31.14,30.257,29.103
31.805,31.763,31.14,30.257,29.103,26.617
31.763,31.14,30.257,29.103,26.617,25.37
31.14,30.257,29.103,26.617,25.37,19.74
30.257,29.103,26.617,25.37,19.74,18.88
29.103,26.617,25.37,19.74,18.88,15.295
26.617,25.37,19.74,18.88,15.295,13.33
25.37,19.74,18.88,15.295,13.33,13.208
19.74,18.88,15.295,13.33,13.208,10.386
18.88,15.295,13.33,13.208,10.386,10.087
15.295,13.33,13.208,10.386,10.087,8.406
13.33,13.208,10.386,10.087,8.406,5.447
13.208,10.386,10.087,8.406,5.447,5.59
10.386,10.087,8.406,5.447,5.59,4.6
10.087,8.406,5.447,5.59,4.6,3.761
8.406,5.447,5.59,4.6,3.761,2.956
