1.949,1.432,1.368,1.34,0.996,1.029
1.432,1.368,1.34,0.996,1.029,1.2
1.368,1.34,0.996,1.029,1.2,1.259
1.34,0.996,1.029,1.2,1.259,1.091
0.996,1.029,1.2,1.259,1.091,0.839
1.029,1.2,1.259,1.091,0.839,0.559
1.2,1.259,1.091,0.839,0.559,0.439
1.259,1.091,0.839,0.559,0.439,0.324
1.091,0.839,0.559,0.439,0.324,0.237
0.839,0.559,0.439,0.324,0.237,0.165
0.559,0.439,0.324,0.237,0.165,0.124
0.439,0.324,0.237,0.165,0.124,0.1
0.324,0.237,0.165,0.124,0.1,0.066
0.237,0.165,0.124,0.1,0.066,0.0
0.165,0.124,0.1,0.066,0.0,0.0
0.124,0.1,0.066,0.0,0.0,0.0
0.1,0.066,0.0,0.0,0.0,0.0
0.066,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.135
0.0,0.0,0.0,0.0,0.135,0.275
0.0,0.0,0.0,0.135,0.275,0.534
0.0,0.0,0.135,0.275,0.534,0.606
0.0,0.135,0.275,0.534,0.606,1.027
0.135,0.275,0.534,0.606,1.027,0.583
0.275,0.534,0.606,1.027,0.583,0.75
0.534,0.606,1.027,0.583,0.75,0.817
0.606,1.027,0.583,0.75,0.817,1.063
1.027,0.583,0.75,0.817,1.063,2.49
0.583,0.75,0.817,1.063,2.49,2.064
0.75,0.817,1.063,2.49,2.064,2.054
0.817,1.063,2.49,2.064,2.054,2.774
1.063,2.49,2.064,2.054,2.774,3.248
2.49,2.064,2.054,2.774,3.248,2.94
2.064,2.054,2.774,3.248,2.94,3.604
2.054,2.774,3.248,2.94,3.604,4.043
2.774,3.248,2.94,3.604,4.043,3.235
3.248,2.94,3.604,4.043,3.235,3.652
2.94,3.604,4.043,3.235,3.652,3.225
3.604,4.043,3.235,3.652,3.225,3.144
4.043,3.235,3.652,3.225,3.144,2.656
3.235,3.652,3.225,3.144,2.656,1.994
3.652,3.225,3.144,2.656,1.994,2.07
3.225,3.144,2.656,1.994,2.07,3.209
3.144,2.656,1.994,2.07,3.209,2.4
2.656,1.994,2.07,3.209,2.4,3.093
1.994,2.07,3.209,2.4,3.093,4.048
2.07,3.209,2.4,3.093,4.048,2.855
3.209,2.4,3.093,4.048,2.855,3.654
2.4,3.093,4.048,2.855,3.654,3.274
3.093,4.048,2.855,3.654,3.274,2.295
4.048,2.855,3.654,3.274,2.295,1.843
2.855,3.654,3.274,2.295,1.843,2.223
3.654,3.274,2.295,1.843,2.223,1.91
3.274,2.295,1.843,2.223,1.91,1.62
2.295,1.843,2.223,1.91,1.62,1.825
1.843,2.223,1.91,1.62,1.825,1.51
2.223,1.91,1.62,1.825,1.51,1.882
1.91,1.62,1.825,1.51,1.882,1.89
1.62,1.825,1.51,1.882,1.89,2.526
1.825,1.51,1.882,1.89,2.526,2.853
1.51,1.882,1.89,2.526,2.853,2.962
1.882,1.89,2.526,2.853,2.962,2.523
1.89,2.526,2.853,2.962,2.523,1.597
2.526,2.853,2.962,2.523,1.597,1.228
2.853,2.962,2.523,1.597,1.228,0.797
2.962,2.523,1.597,1.228,0.797,0.705
2.523,1.597,1.228,0.797,0.705,0.599
1.597,1.228,0.797,0.705,0.599,0.467
1.228,0.797,0.705,0.599,0.467,0.37
0.797,0.705,0.599,0.467,0.37,0.273
0.705,0.599,0.467,0.37,0.273,0.216
0.599,0.467,0.37,0.273,0.216,0.117
0.467,0.37,0.273,0.216,0.117,0.099
0.37,0.273,0.216,0.117,0.099,0.083
0.273,0.216,0.117,0.099,0.083,0.011
0.216,0.117,0.099,0.083,0.011,0.0
0.117,0.099,0.083,0.011,0.0,0.0
0.099,0.083,0.011,0.0,0.0,0.0
0.083,0.011,0.0,0.0,0.0,0.0
0.011,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.116
0.0,0.0,0.0,0.0,0.116,0.591
0.0,0.0,0.0,0.116,0.591,1.157
0.0,0.0,0.116,0.591,1.157,1.795
0.0,0.116,0.591,1.157,1.795,2.598
0.116,0.591,1.157,1.795,2.598,3.618
0.591,1.157,1.795,2.598,3.618,4.991
1.157,1.795,2.598,3.618,4.991,4.831
1.795,2.598,3.618,4.991,4.831,6.647
2.598,3.618,4.991,4.831,6.647,8.549
3.618,4.991,4.831,6.647,8.549,7.242
4.991,4.831,6.647,8.549,7.242,7.956
4.831,6.647,8.549,7.242,7.956,8.066
6.647,8.549,7.242,7.956,8.066,16.853
8.549,7.242,7.956,8.066,16.853,19.949
7.242,7.956,8.066,16.853,19.949,19.201
7.956,8.066,16.853,19.949,19.201,25.4
8.066,16.853,19.949,19.201,25.4,24.998
16.853,19.949,19.201,25.4,24.998,25.542
19.949,19.201,25.4,24.998,25.542,23.797
19.201,25.4,24.998,25.542,23.797,31.233
25.4,24.998,25.542,23.797,31.233,nan
24.998,25.542,23.797,31.233,nan,34.055
25.542,23.797,31.233,nan,34.055,34.935
23.797,31.233,nan,34.055,34.935,30.977
31.233,nan,34.055,34.935,30.977,27.309
nan,34.055,34.935,30.977,27.309,21.839
34.055,34.935,30.977,27.309,21.839,18.612
34.935,30.977,27.309,21.839,18.612,18.421
30.977,27.309,21.839,18.612,18.421,18.937
27.309,21.839,18.612,18.421,18.937,22.935
21.839,18.612,18.421,18.937,22.935,22.299
18.612,18.421,18.937,22.935,22.299,15.453
18.421,18.937,22.935,22.299,15.453,9.9
18.937,22.935,22.299,15.453,9.9,7.715
22.935,22.299,15.453,9.9,7.715,4.712
22.299,15.453,9.9,7.715,4.712,3.173
15.453,9.9,7.715,4.712,3.173,5.196
9.9,7.715,4.712,3.173,5.196,7.726
7.715,4.712,3.173,5.196,7.726,5.158
4.712,3.173,5.196,7.726,5.158,5.474
3.173,5.196,7.726,5.158,5.474,4.605
5.196,7.726,5.158,5.474,4.605,4.365
7.726,5.158,5.474,4.605,4.365,4.475
5.158,5.474,4.605,4.365,4.475,5.32
5.474,4.605,4.365,4.475,5.32,4.825
4.605,4.365,4.475,5.32,4.825,3.961
4.365,4.475,5.32,4.825,3.961,3.326
4.475,5.32,4.825,3.961,3.326,2.357
5.32,4.825,3.961,3.326,2.357,2.318
4.825,3.961,3.326,2.357,2.318,2.792
3.961,3.326,2.357,2.318,2.792,2.653
3.326,2.357,2.318,2.792,2.653,3.138
2.357,2.318,2.792,2.653,3.138,1.738
2.318,2.792,2.653,3.138,1.738,0.988
2.792,2.653,3.138,1.738,0.988,0.355
2.653,3.138,1.738,0.988,0.355,0.153
3.138,1.738,0.988,0.355,0.153,0.103
1.738,0.988,0.355,0.153,0.103,0.036
0.988,0.355,0.153,0.103,0.036,0.0
0.355,0.153,0.103,0.036,0.0,0.0
0.153,0.103,0.036,0.0,0.0,0.0
0.103,0.036,0.0,0.0,0.0,0.0
0.036,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.152
0.0,0.0,0.0,0.0,0.152,0.637
0.0,0.0,0.0,0.152,0.637,1.171
0.0,0.0,0.152,0.637,1.171,1.722
0.0,0.152,0.637,1.171,1.722,2.46
0.152,0.637,1.171,1.722,2.46,3.536
0.637,1.171,1.722,2.46,3.536,5.061
1.171,1.722,2.46,3.536,5.061,7.171
1.722,2.46,3.536,5.061,7.171,9.479
2.46,3.536,5.061,7.171,9.479,11.654
3.536,5.061,7.171,9.479,11.654,14.369
5.061,7.171,9.479,11.654,14.369,16.796
7.171,9.479,11.654,14.369,16.796,19.535
9.479,11.654,14.369,16.796,19.535,21.885
11.654,14.369,16.796,19.535,21.885,23.921
14.369,16.796,19.535,21.885,23.921,25.89
16.796,19.535,21.885,23.921,25.89,27.696
19.535,21.885,23.921,25.89,27.696,29.462
21.885,23.921,25.89,27.696,29.462,31.041
23.921,25.89,27.696,29.462,31.041,32.553
25.89,27.696,29.462,31.041,32.553,33.34
27.696,29.462,31.041,32.553,33.34,34.672
29.462,31.041,32.553,33.34,34.672,35.429
31.041,32.553,33.34,34.672,35.429,36.294
32.553,33.34,34.672,35.429,36.294,37.108
33.34,34.672,35.429,36.294,37.108,37.897
34.672,35.429,36.294,37.108,37.897,38.096
35.429,36.294,37.108,37.897,38.096,38.301
36.294,37.108,37.897,38.096,38.301,37.98
37.108,37.897,38.096,38.301,37.98,38.098
37.897,38.096,38.301,37.98,38.098,37.842
38.096,38.301,37.98,38.098,37.842,37.677
38.301,37.98,38.098,37.842,37.677,37.048
37.98,38.098,37.842,37.677,37.048,36.456
38.098,37.842,37.677,37.048,36.456,35.185
37.842,37.677,37.048,36.456,35.185,34.134
37.677,37.048,36.456,35.185,34.134,32.969
37.048,36.456,35.185,34.134,32.969,31.394
36.456,35.185,34.134,32.969,31.394,30.081
35.185,34.134,32.969,31.394,30.081,28.339
34.134,32.969,31.394,30.081,28.339,26.582
32.969,31.394,30.081,28.339,26.582,24.778
31.394,30.081,28.339,26.582,24.778,23.109
30.081,28.339,26.582,24.778,23.109,21.031
28.339,26.582,24.778,23.109,21.031,18.923
26.582,24.778,23.109,21.031,18.923,16.608
24.778,23.109,21.031,18.923,16.608,14.371
23.109,21.031,18.923,16.608,14.371,12.109
21.031,18.923,16.608,14.371,12.109,9.673
18.923,16.608,14.371,12.109,9.673,7.379
16.608,14.371,12.109,9.673,7.379,5.333
14.371,12.109,9.673,7.379,5.333,3.649
12.109,9.673,7.379,5.333,3.649,2.495
9.673,7.379,5.333,3.649,2.495,1.723
7.379,5.333,3.649,2.495,1.723,1.184
5.333,3.649,2.495,1.723,1.184,0.633
3.649,2.495,1.723,1.184,0.633,0.242
2.495,1.723,1.184,0.633,0.242,0.118
1.723,1.184,0.633,0.242,0.118,0.05
1.184,0.633,0.242,0.118,0.05,0.0
0.633,0.242,0.118,0.05,0.0,0.0
0.242,0.118,0.05,0.0,0.0,0.0
0.118,0.05,0.0,0.0,0.0,0.0
0.05,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
