time,power,generation
44048.625,3.37,0.8
44048.63542,1.455,0.4
44048.64583,3.503,0.9
44048.65625,5.439,1.4
44048.66667,5.483,1.4
44048.67708,3.532,0.8
44048.6875,2.443,0.7
44048.69792,2.8,0.7
44048.70833,2.092,0.5
44048.71875,2.158,0.6
44048.72917,1.384,0.3
44048.73958,1.791,0.4
44048.75,1.684,0.5
44048.76042,0.924,0.2
44048.77083,0.467,0.1
44048.78125,0.322,0.1
44048.79167,0.158,0.1
44048.80208,0.097,0
44048.8125,0.055,0
44048.82292,0,0
44048.83333,0,0
44048.84375,0,0
44048.85417,0,0
44048.86458,0,0
44048.875,0,0
44048.88542,0,0
44048.89583,0,0
44048.90625,0,0
44048.91667,0,0
44048.92708,0,0
44048.9375,0,0
44048.94792,0,0
44048.95833,0,0
44048.96875,0,0
44048.97917,0,0
44048.98958,0,0
44049,0,0
44049.01042,0,0
44049.02083,0,0
44049.03125,0,0
44049.04167,0,0
44049.05208,0,0
44049.0625,0,0
44049.07292,0,0
44049.08333,0,0
44049.09375,0,0
44049.10417,0,0
44049.11458,0,0
44049.125,0,0
44049.13542,0,0
44049.14583,0,0
44049.15625,0,0
44049.16667,0,0
44049.17708,0,0
44049.1875,0,0
44049.19792,0,0
44049.20833,0,0
44049.21875,0,0
44049.22917,0.428,0.1
44049.23958,1.243,0.3
44049.25,1.823,0.4
44049.26042,2.239,0.6
44049.27083,3.15,0.8
44049.28125,3.396,0.8
44049.29167,4.735,1.2
44049.30208,6.466,1.7
44049.3125,8.808,2.2
44049.32292,10.17,2.6
44049.33333,10.382,1.5
44049.34375,10.477,2.6
44049.35417,12.907,3.3
44049.36458,15.11,3.8
44049.375,15.534,4
44049.38542,15.393,3.9
44049.39583,17.588,4.3
44049.40625,10.239,2.6
44049.41667,9.806,1.6
44049.42708,11.964,3.1
44049.4375,7.605,1.9
44049.44792,8.844,2.2
44049.45833,8.623,2.2
44049.46875,5.665,1.5
44049.47917,7.523,1.9
44049.48958,8.233,2.1
44049.5,6.684,1.6
44049.51042,8.34,2.1
44049.52083,9.07,2.4
44049.53125,10.699,2.7
44049.54167,13.307,3.3
44049.55208,21.347,5.3
44049.5625,24.771,6.1
44049.57292,12.895,3.2
44049.58333,17.825,4.3
44049.59375,18.592,5.1
44049.60417,21.575,5.6
44049.61458,25.114,6.2
44049.625,12.859,3.2
44049.63542,21.154,5.4
44049.64583,14.592,3.7
44049.65625,15.012,3.8
44049.66667,12.976,3.2
44049.67708,7.825,2
44049.6875,6.353,1.6
44049.69792,6.644,1.7
44049.70833,9.141,2.3
44049.71875,5.525,1.3
44049.72917,5.717,1.5
44049.73958,3.546,0.9
44049.75,3.748,0.9
44049.76042,1.623,0.4
44049.77083,0.977,0.3
44049.78125,0.54,0.1
44049.79167,0.216,0.1
44049.80208,0.111,0
44049.8125,0.071,0
44049.82292,0,0
44049.83333,0,0
44049.84375,0,0
44049.85417,0,0
44049.86458,0,0
44049.875,0,0
44049.88542,0,0
44049.89583,0,0
44049.90625,0,0
44049.91667,0,0
44049.92708,0,0
44049.9375,0,0
44049.94792,0,0
44049.95833,0,0
44049.96875,0,0
44049.97917,0,0
44049.98958,0,0
44050,0,0
44050.01042,0,0
44050.02083,0,0
44050.03125,0,0
44050.04167,0,0
44050.05208,0,0
44050.0625,0,0
44050.07292,0,0
44050.08333,0,0
44050.09375,0,0
44050.10417,0,0
44050.11458,0,0
44050.125,0,0
44050.13542,0,0
44050.14583,0,0
44050.15625,0,0
44050.16667,0,0
44050.17708,0,0
44050.1875,0,0
44050.19792,0,0
44050.20833,0,0
44050.21875,0.02,0
44050.22917,0.455,0.1
44050.23958,0.936,0.2
44050.25,2.018,0.5
44050.26042,3.645,0.9
44050.27083,4.517,1.2
44050.28125,4.133,1
44050.29167,6.175,1.6
44050.30208,7.26,1.9
44050.3125,8.766,2.1
44050.32292,10.5,2.5
44050.33333,12.692,3.1
44050.34375,12.478,3.2
44050.35417,8.562,2.2
44050.36458,14.793,3.8
44050.375,19.491,4.9
44050.38542,24.934,6.5
44050.39583,26.521,6.5
44050.40625,22.975,5.8
44050.41667,17.972,5
44050.42708,26.394,6.9
44050.4375,28.304,6.9
44050.44792,31.469,7.8
44050.45833,34.069,8.4
44050.46875,32.192,7.7
44050.47917,33.238,8.7
44050.48958,24.033,6.2
44050.5,32.013,8.1
44050.51042,35.298,9
44050.52083,22.337,6.4
44050.53125,35.457,9.2
44050.54167,33.208,8.3
44050.55208,22.612,5.8
44050.5625,30.009,7.4
44050.57292,17.424,4.5
44050.58333,28.024,7.1
44050.59375,27.912,7
44050.60417,7.521,1.9
44050.61458,22.591,5.6
44050.625,26.175,6.5
44050.63542,20.274,4.8
44050.64583,18.801,4.9
44050.65625,16.2,4.3
44050.66667,19.12,4.8
44050.67708,10.86,1.7
44050.6875,13.884,3.5
44050.69792,9.692,2.3
44050.70833,10.762,2.7
44050.71875,7.576,1.9
44050.72917,5.895,1.5
44050.73958,3.953,1
44050.75,2.691,0.7
44050.76042,1.792,0.4
44050.77083,1.098,0.3
44050.78125,0.675,0.2
44050.79167,0.33,0.1
44050.80208,0.127,0
44050.8125,0.06,0
44050.82292,0,0
44050.83333,0,0
44050.84375,0,0
44050.85417,0,0
44050.86458,0,0
44050.875,0,0
44050.88542,0,0
44050.89583,0,0
44050.90625,0,0
44050.91667,0,0
44050.92708,0,0
44050.9375,0,0
44050.94792,0,0
44050.95833,0,0
44050.96875,0,0
44050.97917,0,0
44050.98958,0,0
44051,0,0
44051.01042,0,0
44051.02083,0,0
44051.03125,0,0
44051.04167,0,0
44051.05208,0,0
44051.0625,0,0
44051.07292,0,0
44051.08333,0,0
44051.09375,0,0
44051.10417,0,0
44051.11458,0,0
44051.125,0,0
44051.13542,0,0
44051.14583,0,0
44051.15625,0,0
44051.16667,0,0
44051.17708,0,0
44051.1875,0,0
44051.19792,0,0
44051.20833,0,0
44051.21875,0.171,0
44051.22917,0.789,0.2
44051.23958,1.43,0.4
44051.25,1.831,0.4
44051.26042,2.418,0.6
44051.27083,3.379,0.9
44051.28125,5.112,1.3
44051.29167,6.686,1.7
44051.30208,9.617,2.4
44051.3125,9.957,2.5
44051.32292,11.634,3
44051.33333,14.562,3.7
44051.34375,19.365,4.9
44051.35417,18.847,4.7
44051.36458,15.332,3.6
44051.375,20.131,5.1
44051.38542,24.38,6.1
44051.39583,17.056,4.5
44051.40625,25.055,5.7
44051.41667,20.622,5.2
44051.42708,24.006,6.2
44051.4375,19.642,4.9
44051.44792,21.997,5.6
44051.45833,19.565,4.8
44051.46875,15.425,3.9
44051.47917,25.38,3.8
44051.48958,28.428,7.1
44051.5,33.123,8.4
44051.51042,34.231,8.7
44051.52083,33.546,8.5
44051.53125,31.583,5.2
44051.54167,24.889,6.3
44051.55208,17.197,4.2
44051.5625,20.313,5.1
44051.57292,16.118,3.9
44051.58333,26.583,6.3
44051.59375,21.998,5.8
44051.60417,18.521,3
44051.61458,14.994,3.9
44051.625,23.351,5.9
44051.63542,22.283,5.7
44051.64583,17.965,4.5
44051.65625,18.643,4.7
44051.66667,16.128,4.1
44051.67708,6.828,1.7
44051.6875,8.427,2.2
44051.69792,6.236,1.5
44051.70833,3.12,0.5
44051.71875,2.649,0.7
44051.72917,2.306,0.6
44051.73958,1.131,0.3
44051.75,1.249,0.2
44051.76042,1.623,0.4
44051.77083,1.439,0.4
44051.78125,0.747,0.2
44051.79167,0.197,0
44051.80208,0.11,0.1
44051.8125,0.039,0
44051.82292,0,0
44051.83333,0,0
44051.84375,0,0
44051.85417,0,0
44051.86458,0,0
44051.875,0,0
44051.88542,0,0
44051.89583,0,0
44051.90625,0,0
44051.91667,0,0
44051.92708,0,0
44051.9375,0,0
44051.94792,0,0
44051.95833,0,0
44051.96875,0,0
44051.97917,0,0
44051.98958,0,0
44052,0,0
44052.01042,0,0
44052.02083,0,0
44052.03125,0,0
44052.04167,0,0
44052.05208,0,0
44052.0625,0,0
44052.07292,0,0
44052.08333,0,0
44052.09375,0,0
44052.10417,0,0
44052.11458,0,0
44052.125,0,0
44052.13542,0,0
44052.14583,0,0
44052.15625,0,0
44052.16667,0,0
44052.17708,0,0
44052.1875,0,0
44052.19792,0,0
44052.20833,0,0
44052.21875,0,0
44052.22917,0.216,0
44052.23958,0.731,0.2
44052.25,1.557,0.4
44052.26042,3.115,0.8
44052.27083,4.174,1
44052.28125,3.255,0.8
44052.29167,3.275,0.8
44052.30208,4.813,1.3
44052.3125,6.965,1.7
44052.32292,5.689,1.5
44052.33333,9.576,2.4
44052.34375,9.784,2.5
44052.35417,13.267,3.2
44052.36458,18.586,4.8
44052.375,19.783,4.9
44052.38542,21.799,5.6
44052.39583,23.277,5.9
44052.40625,23.566,5.9
44052.41667,27.307,6.8
44052.42708,17.544,4.4
44052.4375,27.865,7
44052.44792,22.576,5.8
44052.45833,28.082,4.9
44052.46875,26.316,7.1
44052.47917,32.854,8.3
44052.48958,27.375,6.8
44052.5,31.844,8.3
44052.51042,30.859,7.9
44052.52083,22.305,5.4
44052.53125,25.5,6.6
44052.54167,24.174,6.1
44052.55208,30.147,7.8
44052.5625,20.459,5.3
44052.57292,25.213,6.2
44052.58333,22.887,5.7
44052.59375,15.372,4.1
44052.60417,15.727,3.9
44052.61458,14.207,3.6
44052.625,28.035,4.7
44052.63542,22.207,5.5
44052.64583,23.08,5.8
44052.65625,19.906,5.1
44052.66667,15.185,3.8
44052.67708,13.534,3.5
44052.6875,11.332,2.8
44052.69792,8.683,2.3
44052.70833,4.81,1.3
44052.71875,5.664,1.4
44052.72917,4.917,0.8
44052.73958,3.913,0.7
44052.75,2.649,0.6
44052.76042,1.86,0.5
44052.77083,1.185,0.3
44052.78125,0.651,0.2
44052.79167,0.261,0
44052.80208,0.119,0.1
44052.8125,0.063,0
44052.82292,0,0
44052.83333,0,0
44052.84375,0,0
44052.85417,0,0
44052.86458,0,0
44052.875,0,0
44052.88542,0,0
44052.89583,0,0
44052.90625,0,0
44052.91667,0,0
44052.92708,0,0
44052.9375,0,0
44052.94792,0,0
44052.95833,0,0
44052.96875,0,0
44052.97917,0,0
44052.98958,0,0
44053,0,0
44053.01042,0,0
44053.02083,0,0
44053.03125,0,0
44053.04167,0,0
44053.05208,0,0
44053.0625,0,0
44053.07292,0,0
44053.08333,0,0
44053.09375,0,0
44053.10417,0,0
44053.11458,0,0
44053.125,0,0
44053.13542,0,0
44053.14583,0,0
44053.15625,0,0
44053.16667,0,0
44053.17708,0,0
44053.1875,0,0
44053.19792,0,0
44053.20833,0,0
44053.21875,0,0
44053.22917,0.202,0
44053.23958,1,0.3
44053.25,1.079,0.2
44053.26042,1.156,0.3
44053.27083,1.711,0.5
44053.28125,4.053,1
44053.29167,3.922,0.9
44053.30208,9.32,2.4
44053.3125,13.106,3.3
44053.32292,14.457,3.6
44053.33333,16.849,4.2
44053.34375,14.957,3.9
44053.35417,10.664,2.7
44053.36458,9.593,2.4
44053.375,24.05,6.1
44053.38542,25.185,6.1
44053.39583,26.118,6.5
44053.40625,19.781,4.8
44053.41667,31.483,4.9
44053.42708,25.689,6.5
44053.4375,20.342,4.8
44053.44792,27.916,6.9
44053.45833,16.935,4.3
44053.46875,33.131,8.2
44053.47917,34.576,8.8
44053.48958,34.338,8.7
44053.5,34.226,8.5
44053.51042,33.801,8.6
44053.52083,34.184,8.6
44053.53125,34.057,8.7
44053.54167,33.464,8.4
44053.55208,33.148,8.4
44053.5625,32.095,8
44053.57292,31.118,7.9
44053.58333,30.587,7.8
44053.59375,29.194,7.3
44053.60417,27.58,7
44053.61458,27.146,6.8
44053.625,24.494,6.2
44053.63542,23.516,6
44053.64583,21.945,5.5
44053.65625,19.389,3
44053.66667,17.654,4.3
44053.67708,15.681,4
44053.6875,13.847,3.5
44053.69792,11.319,2.9
44053.70833,9.369,2.4
44053.71875,7.422,1.8
44053.72917,5.579,1.4
44053.73958,3.872,1
44053.75,2.641,0.7
44053.76042,1.806,0.4
44053.77083,1.169,0.3
44053.78125,0.624,0.2
44053.79167,0.253,0.1
44053.80208,0.108,0
44053.8125,0.05,0
44053.82292,0,0
44053.83333,0,0
44053.84375,0,0
44053.85417,0,0
44053.86458,0,0
44053.875,0,0
44053.88542,0,0
44053.89583,0,0
44053.90625,0,0
44053.91667,0,0
44053.92708,0,0
44053.9375,0,0
44053.94792,0,0
44053.95833,0,0
44053.96875,0,0
44053.97917,0,0
44053.98958,0,0
44054,0,0
44054.01042,0,0
44054.02083,0,0
44054.03125,0,0
44054.04167,0,0
44054.05208,0,0
44054.0625,0,0
44054.07292,0,0
44054.08333,0,0
44054.09375,0,0
44054.10417,0,0
44054.11458,0,0
44054.125,0,0
44054.13542,0,0
44054.14583,0,0
44054.15625,0,0
44054.16667,0,0
44054.17708,0,0
44054.1875,0,0
44054.19792,0,0
44054.20833,0,0
44054.21875,0,0
44054.22917,0.475,0.1
44054.23958,1.003,0.2
44054.25,1.814,0.5
44054.26042,2.287,0.6
44054.27083,3.392,0.8
44054.28125,4.77,1.2
44054.29167,6.202,1.6
44054.30208,7.93,2
44054.3125,9.693,2.5
44054.32292,13.938,3.4
44054.33333,13.51,3.4
44054.34375,15.511,4
44054.35417,17.404,4.4
44054.36458,19.118,3.2
44054.375,21.178,5
44054.38542,23.027,5.8
44054.39583,24.441,6.2
44054.40625,26.567,6.7
44054.41667,27.432,7
44054.42708,28.257,7
44054.4375,29.411,7.4
44054.44792,30.968,7.9
44054.45833,23.712,5.9
44054.46875,24.373,6.1
44054.47917,32.362,8.2
44054.48958,23.896,6.1
44054.5,31.73,8
44054.51042,29.922,7.6
44054.52083,30.96,4.7
44054.53125,30.004,7.5
44054.54167,25.124,6.1
44054.55208,19.358,4.8
44054.5625,18.855,4.8
44054.57292,20.659,5.2
44054.58333,22.349,5.8
44054.59375,24.177,5.9
44054.60417,21.63,5.5
44054.61458,21.461,5.4
44054.625,17.256,2.9
44054.63542,14.524,3.7
44054.64583,14.772,3.6
44054.65625,12.92,3.4
44054.66667,12.198,3.1
44054.67708,11.29,2.8
44054.6875,9.866,2.5
44054.69792,9.175,2.3
44054.70833,5.079,1.3
44054.71875,6.297,1.6
44054.72917,1.49,0.4
44054.73958,0.591,0.1
44054.75,0.681,0.2
44054.76042,0.844,0.2
44054.77083,0.509,0.1
44054.78125,0.343,0.1
44054.79167,0.155,0.1
44054.80208,0.089,0
44054.8125,0.015,0
44054.82292,0,0
44054.83333,0,0
44054.84375,0,0
44054.85417,0,0
44054.86458,0,0
44054.875,0,0
44054.88542,0,0
44054.89583,0,0
44054.90625,0,0
44054.91667,0,0
44054.92708,0,0
44054.9375,0,0
44054.94792,0,0
44054.95833,0,0
44054.96875,0,0
44054.97917,0,0
44054.98958,0,0
44055,0,0
44055.01042,0,0
44055.02083,0,0
44055.03125,0,0
44055.04167,0,0
44055.05208,0,0
44055.0625,0,0
44055.07292,0,0
44055.08333,0,0
44055.09375,0,0
44055.10417,0,0
44055.11458,0,0
44055.125,0,0
44055.13542,0,0
44055.14583,0,0
44055.15625,0,0
44055.16667,0,0
44055.17708,0,0
44055.1875,0,0
44055.19792,0,0
44055.20833,0,0
44055.21875,0,0
44055.22917,0.248,0
44055.23958,0.673,0.2
44055.25,1.128,0.3
44055.26042,2.26,0.5
44055.27083,5.024,1.3
44055.28125,4.84,1.2
44055.29167,4.102,1.1
44055.30208,3.229,0.8
44055.3125,4.082,1
44055.32292,6.557,1.7
44055.33333,10.184,2.6
44055.34375,9.701,1.6
44055.35417,12.786,3
44055.36458,12.434,3.1
44055.375,8.839,2.3
44055.38542,10.672,2.6
44055.39583,10.204,2.5
44055.40625,6.296,0.9
44055.41667,5.729,1.5
44055.42708,7.104,1.8
44055.4375,9.104,2.3
44055.44792,7.971,2
44055.45833,5.188,1.3
44055.46875,3.874,1
44055.47917,2.544,0.6
44055.48958,2.982,0.8
44055.5,2.783,0.7
44055.51042,2.82,0.7
44055.52083,4.231,1.1
44055.53125,4.917,1.2
44055.54167,3.72,0.9
44055.55208,2.041,0.6
44055.5625,1.78,0.4
44055.57292,2.736,0.7
44055.58333,3.047,0.8
44055.59375,4.583,1.1
44055.60417,4.281,1.1
44055.61458,3.95,1
44055.625,3.143,0.8
44055.63542,2.491,0.6
44055.64583,3.388,0.9
44055.65625,2.866,0.7
44055.66667,2.13,0.5
44055.67708,3.413,0.9
44055.6875,3.061,0.8
44055.69792,3.915,1
44055.70833,1.887,0.4
44055.71875,0.958,0.3
44055.72917,0.484,0.1
44055.73958,0.257,0.1
44055.75,0.218,0
44055.76042,0.132,0.1
44055.77083,0.11,0
44055.78125,0.098,0
44055.79167,0.08,0
44055.80208,0.036,0
44055.8125,0,0
44055.82292,0,0
44055.83333,0,0
44055.84375,0,0
44055.85417,0,0
44055.86458,0,0
44055.875,0,0
44055.88542,0,0
44055.89583,0,0
44055.90625,0,0
44055.91667,0,0
44055.92708,0,0
44055.9375,0,0
44055.94792,0,0
44055.95833,0,0
44055.96875,0,0
44055.97917,0,0
44055.98958,0,0
44056,0,0
44056.01042,0,0
44056.02083,0,0
44056.03125,0,0
44056.04167,0,0
44056.05208,0,0
44056.0625,0,0
44056.07292,0,0
44056.08333,0,0
44056.09375,0,0
44056.10417,0,0
44056.11458,0,0
44056.125,0,0
44056.13542,0,0
44056.14583,0,0
44056.15625,0,0
44056.16667,0,0
44056.17708,0,0
44056.1875,0,0
44056.19792,0,0
44056.20833,0,0
44056.21875,0,0
44056.22917,0,0
44056.23958,0.149,0
44056.25,0.607,0.1
44056.26042,0.551,0.2
44056.27083,0.47,0.1
44056.28125,0.842,0.2
44056.29167,1.871,0.5
44056.30208,3.404,0.8
44056.3125,2.425,0.6
44056.32292,2.23,0.6
44056.33333,4.099,0.6
44056.34375,2.378,0.6
44056.35417,2.441,0.6
44056.36458,2.402,0.6
44056.375,3.786,0.9
44056.38542,4.364,1.2
44056.39583,4.853,1.2
44056.40625,5.446,1.3
44056.41667,6.9,1.8
44056.42708,8.369,2.1
44056.4375,9.956,2.5
44056.44792,11.543,2.9
44056.45833,7.568,1.9
44056.46875,6.649,1.7
44056.47917,9.06,2.3
44056.48958,8.221,2.1
44056.5,9.128,2.3
44056.51042,14.903,3.8
44056.52083,15.08,3.7
44056.53125,13.092,3.3
44056.54167,13.27,3.4
44056.55208,13.868,3.5
44056.5625,14.651,3.7
44056.57292,15.844,4
44056.58333,16.939,4.2
44056.59375,22.87,5.9
44056.60417,20.153,4.9
44056.61458,23.014,5.6
44056.625,25.71,6.3
44056.63542,25.506,6.4
44056.64583,23.314,6
44056.65625,21.122,5.3
44056.66667,18.902,4.8
44056.67708,17.056,4.3
44056.6875,14.432,3.6
44056.69792,12.336,3.2
44056.70833,10.106,2.5
44056.71875,7.674,2
44056.72917,5.23,0.9
44056.73958,3.713,0.9
44056.75,2.341,0.6
44056.76042,1.53,0.4
44056.77083,0.974,0.2
44056.78125,0.509,0.1
44056.79167,0.215,0.1
44056.80208,0.1,0
44056.8125,0.029,0
44056.82292,0,0
44056.83333,0,0
44056.84375,0,0
44056.85417,0,0
44056.86458,0,0
44056.875,0,0
44056.88542,0,0
44056.89583,0,0
44056.90625,0,0
44056.91667,0,0
44056.92708,0,0
44056.9375,0,0
44056.94792,0,0
44056.95833,0,0
44056.96875,0,0
44056.97917,0,0
44056.98958,0,0
44057,0,0
44057.01042,0,0
44057.02083,0,0
44057.03125,0,0
44057.04167,0,0
44057.05208,0,0
44057.0625,0,0
44057.07292,0,0
44057.08333,0,0
44057.09375,0,0
44057.10417,0,0
44057.11458,0,0
44057.125,0,0
44057.13542,0,0
44057.14583,0,0
44057.15625,0,0
44057.16667,0,0
44057.17708,0,0
44057.1875,0,0
44057.19792,0,0
44057.20833,0,0
44057.21875,0,0
44057.22917,0.305,0
44057.23958,0.909,0.1
44057.25,1.518,0.4
44057.26042,2.362,0.6
44057.27083,3.396,0.9
44057.28125,4.398,1.1
44057.29167,5.327,0.8
44057.30208,7.679,2
44057.3125,7.158,1.8
44057.32292,6.576,1.7
44057.33333,7.119,1.8
44057.34375,6.972,1.7
44057.35417,11.931,1.9
44057.36458,13.005,3.2
44057.375,14.343,3.7
44057.38542,17.672,4.4
44057.39583,22.763,5.9
44057.40625,25.595,6.5
44057.41667,28.988,7.4
44057.42708,29.138,7.4
44057.4375,30.644,7.8
44057.44792,32.187,7.9
44057.45833,29.536,4.4
44057.46875,30.692,7.8
44057.47917,32.675,8.1
44057.48958,32.942,8.5
44057.5,31.617,8
44057.51042,33.245,8.5
44057.52083,27.157,6.9
44057.53125,30.761,8
44057.54167,16.272,4.1
44057.55208,33.674,8.7
44057.5625,32.421,8
44057.57292,19.831,5
44057.58333,20.156,5.1
44057.59375,16.533,4.2
44057.60417,20.034,5
44057.61458,21.292,5.3
44057.625,20.638,5.1
44057.63542,12.967,2.2
44057.64583,20.108,4.9
44057.65625,14.698,3.8
44057.66667,13.795,3.5
44057.67708,11.885,3
44057.6875,13.348,3.4
44057.69792,10.141,2.6
44057.70833,9.66,2.4
44057.71875,4.578,1.1
44057.72917,3.863,1
44057.73958,2.188,0.6
44057.75,1.825,0.4
44057.76042,0.975,0.3
44057.77083,0.582,0.1
44057.78125,0.265,0.1
44057.79167,0.104,0
44057.80208,0.071,0
44057.8125,0.002,0
44057.82292,0,0
44057.83333,0,0
44057.84375,0,0
44057.85417,0,0
44057.86458,0,0
44057.875,0,0
44057.88542,0,0
44057.89583,0,0
44057.90625,0,0
44057.91667,0,0
44057.92708,0,0
44057.9375,0,0
44057.94792,0,0
44057.95833,0,0
44057.96875,0,0
44057.97917,0,0
44057.98958,0,0
44058,0,0
44058.01042,0,0
44058.02083,0,0
44058.03125,0,0
44058.04167,0,0
44058.05208,0,0
44058.0625,0,0
44058.07292,0,0
44058.08333,0,0
44058.09375,0,0
44058.10417,0,0
44058.11458,0,0
44058.125,0,0
44058.13542,0,0
44058.14583,0,0
44058.15625,0,0
44058.16667,0,0
44058.17708,0,0
44058.1875,0,0
44058.19792,0,0
44058.20833,0,0
44058.21875,0,0
44058.22917,0,0
44058.23958,0,0
44058.25,0,0
44058.26042,0.063,0
44058.27083,0.773,0.2
44058.28125,1.321,0.3
44058.29167,1.668,0.4
44058.30208,1.833,0.5
44058.3125,2.127,0.5
44058.32292,1.791,0.5
44058.33333,0.879,0.2
44058.34375,0.865,0.2
44058.35417,2.12,0.5
44058.36458,2.22,0.6
44058.375,1.941,0.5
44058.38542,2.552,0.6
44058.39583,3.107,0.8
44058.40625,1.137,0.3
44058.41667,0.952,0.2
44058.42708,2.323,0.6
44058.4375,2.639,0.7
44058.44792,3.004,0.7
44058.45833,4.472,1.2
44058.46875,5.138,1.3
44058.47917,5.308,1.3
44058.48958,4.131,1
44058.5,5.926,1.5
44058.51042,5.377,1.4
44058.52083,4.732,1.2
44058.53125,7.204,1.8
44058.54167,10.068,2.5
44058.55208,9.214,2.4
44058.5625,12.229,3.1
44058.57292,14.956,3.8
44058.58333,13.599,3.4
44058.59375,7.365,1.8
44058.60417,6.873,1.7
44058.61458,4.64,1.2
44058.625,3.747,1
44058.63542,3.254,0.8
44058.64583,3.73,0.9
44058.65625,3.553,0.9
44058.66667,2.557,0.7
44058.67708,2.458,0.6
44058.6875,3.767,0.9
44058.69792,2.323,0.6
44058.70833,3.048,0.8
44058.71875,2.638,0.6
44058.72917,2.342,0.6
44058.73958,2.18,0.6
44058.75,1.619,0.4
44058.76042,1.209,0.3
44058.77083,0.514,0.1
44058.78125,0.233,0.1
44058.79167,0.12,0
44058.80208,0.067,0
44058.8125,0,0
44058.82292,0,0
44058.83333,0,0
44058.84375,0,0
44058.85417,0,0
44058.86458,0,0
44058.875,0,0
44058.88542,0,0
44058.89583,0,0
44058.90625,0,0
44058.91667,0,0
44058.92708,0,0
44058.9375,0,0
44058.94792,0,0
44058.95833,0,0
44058.96875,0,0
44058.97917,0,0
44058.98958,0,0
44059,0,0
44059.01042,0,0
44059.02083,0,0
44059.03125,0,0
44059.04167,0,0
44059.05208,0,0
44059.0625,0,0
44059.07292,0,0
44059.08333,0,0
44059.09375,0,0
44059.10417,0,0
44059.11458,0,0
44059.125,0,0
44059.13542,0,0
44059.14583,0,0
44059.15625,0,0
44059.16667,0,0
44059.17708,0,0
44059.1875,0,0
44059.19792,0,0
44059.20833,0,0
44059.21875,0,0
44059.22917,0.186,0
44059.23958,0.919,0.2
44059.25,1.009,0.3
44059.26042,1.681,0.4
44059.27083,2.082,0.5
44059.28125,3.343,0.9
44059.29167,4.913,1.3
44059.30208,7.455,1.8
44059.3125,6.048,1.5
44059.32292,4.932,1.3
44059.33333,8.044,2
44059.34375,6.045,1.6
44059.35417,8.086,2
44059.36458,8.989,1.5
44059.375,3.877,1
44059.38542,3.707,1
44059.39583,3.06,0.7
44059.40625,2.855,0.8
44059.41667,2.612,0.6
44059.42708,3.138,0.6
44059.4375,4.295,1.1
44059.44792,4.466,1.1
44059.45833,5.55,1.4
44059.46875,6.015,1.5
44059.47917,4.397,1.1
44059.48958,4.427,1.2
44059.5,5.182,1.3
44059.51042,11.39,2.9
44059.52083,7.034,1.1
44059.53125,6.789,1.7
44059.54167,8.171,1.3
44059.55208,9.368,2.4
44059.5625,6.128,1.5
44059.57292,5.696,1.4
44059.58333,4.848,1.3
44059.59375,4.341,1.1
44059.60417,3.728,0.9
44059.61458,3.266,0.8
44059.625,4.502,1.2
44059.63542,3.451,0.8
44059.64583,2.155,0.6
44059.65625,4.15,1
44059.66667,3.996,1
44059.67708,2.923,0.8
44059.6875,4.057,1
44059.69792,3.528,0.9
44059.70833,2.745,0.7
44059.71875,2.169,0.5
44059.72917,1.536,0.4
44059.73958,0.531,0.1
44059.75,0.342,0.1
44059.76042,0.177,0.1
44059.77083,0.142,0
44059.78125,0.091,0
44059.79167,0.062,0
44059.80208,0.008,0.1
44059.8125,0,0
44059.82292,0,0
44059.83333,0,0
44059.84375,0,0
44059.85417,0,0
44059.86458,0,0
44059.875,0,0
44059.88542,0,0
44059.89583,0,0
44059.90625,0,0
44059.91667,0,0
44059.92708,0,0
44059.9375,0,0
44059.94792,0,0
44059.95833,0,0
44059.96875,0,0
44059.97917,0,0
44059.98958,0,0
44060,0,0
44060.01042,0,0
44060.02083,0,0
44060.03125,0,0
44060.04167,0,0
44060.05208,0,0
44060.0625,0,0
44060.07292,0,0
44060.08333,0,0
44060.09375,0,0
44060.10417,0,0
44060.11458,0,0
44060.125,0,0
44060.13542,0,0
44060.14583,0,0
44060.15625,0,0
44060.16667,0,0
44060.17708,0,0
44060.1875,0,0
44060.19792,0,0
44060.20833,0,0
44060.21875,0,0
44060.22917,0,0
44060.23958,0.203,0
44060.25,0.423,0.1
44060.26042,0.703,0.1
44060.27083,0.72,0.2
44060.28125,0.545,0.1
44060.29167,1.126,0.3
44060.30208,1.032,0.3
44060.3125,0.731,0.2
44060.32292,1.418,0.3
44060.33333,1.686,0.5
44060.34375,3.093,0.8
44060.35417,1.505,0.3
44060.36458,3.33,0.9
44060.375,4.09,1
44060.38542,5.715,1.4
44060.39583,6.475,1.7
44060.40625,6.846,1.7
44060.41667,10.178,1.5
44060.42708,12.196,3.1
44060.4375,9.973,2.6
44060.44792,12.066,3
44060.45833,12.86,3.2
44060.46875,16.596,4.2
44060.47917,7.991,2.1
44060.48958,7.686,1.2
44060.5,8.7,2.2
44060.51042,16.33,4.1
44060.52083,13.855,3.5
44060.53125,10.733,2.8
44060.54167,8.769,2.2
44060.55208,11.818,3
44060.5625,18.266,4.7
44060.57292,13.235,3.3
44060.58333,9.35,2.4
44060.59375,14.317,3.6
44060.60417,8.489,2.1
44060.61458,4.961,1.3
44060.625,7.835,1.9
44060.63542,8.624,2.2
44060.64583,9.106,2.3
44060.65625,6.611,1.7
