time,power,generation
44598.17708,0,0
44598.1875,0,0
44598.19792,0,0
44598.20833,0,0
44598.21875,0,0
44598.22917,0,0
44598.23958,0,0
44598.25,0,0
44598.26042,0,0
44598.27083,0,0
44598.28125,0,0
44598.29167,0.073,0
44598.30208,0.543,0.1
44598.3125,1.421,0.4
44598.32292,2.38,0.6
44598.33333,7.301,1.8
44598.34375,11.011,2.7
44598.35417,16.889,4.3
44598.36458,19.728,5
44598.375,22.112,5.6
44598.38542,24.118,6.1
44598.39583,26.055,6.6
44598.40625,26.887,6.8
44598.41667,28.411,7
44598.42708,29.911,7.6
44598.4375,31.274,7.9
44598.44792,31.2,7.9
44598.45833,29.047,7.4
44598.46875,30.128,7.6
44598.47917,33.074,8.2
44598.48958,34.357,8.8
44598.5,34.217,8.7
44598.51042,27.224,6.9
44598.52083,26.833,6.8
44598.53125,30.167,7.7
44598.54167,26.796,6.7
44598.55208,22.765,5.7
44598.5625,17.359,4.5
44598.57292,14.177,3.7
44598.58333,20.062,4.9
44598.59375,23.053,5.9
44598.60417,21.517,5.3
44598.61458,13.43,3.4
44598.625,12.116,3.1
44598.63542,10.084,2.6
44598.64583,7.52,1.9
44598.65625,5.892,1.5
44598.66667,5.435,1.4
44598.67708,4.004,1
44598.6875,2.947,0.7
44598.69792,2.222,0.6
44598.70833,1.397,0.3
44598.71875,0.656,0.2
44598.72917,0.185,0
44598.73958,0.093,0.1
44598.75,0.023,0
44598.76042,0,0
44598.77083,0,0
44598.78125,0,0
44598.79167,0,0
44598.80208,0,0
44598.8125,0,0
44598.82292,0,0
44598.83333,0,0
44598.84375,0,0
44598.85417,0,0
44598.86458,0,0
44598.875,0,0
44598.88542,0,0
44598.89583,0,0
44598.90625,0,0
44598.91667,0,0
44598.92708,0,0
44598.9375,0,0
44598.94792,0,0
44598.95833,0,0
44598.96875,0,0
44598.97917,0,0
44598.98958,0,0
44599,0,0
44599.01042,0,0
44599.02083,0,0
44599.03125,0,0
44599.04167,0,0
44599.05208,0,0
44599.0625,0,0
44599.07292,0,0
44599.08333,0,0
44599.09375,0,0
44599.10417,0,0
44599.11458,0,0
44599.125,0,0
44599.13542,0,0
44599.14583,0,0
44599.15625,0,0
44599.16667,0,0
44599.17708,0,0
44599.1875,0,0
44599.19792,0,0
44599.20833,0,0
44599.21875,0,0
44599.22917,0,0
44599.23958,0,0
44599.25,0,0
44599.26042,0,0
44599.27083,0,0
44599.28125,0,0
44599.29167,0,0
44599.30208,0.393,0.1
44599.3125,0.772,0.1
44599.32292,1.199,0.3
44599.33333,2.158,0.6
44599.34375,5.67,1.4
44599.35417,13.215,3.4
44599.36458,17.141,4.4
44599.375,19.3,4.7
44599.38542,20.227,5.2
44599.39583,22.715,5.8
44599.40625,19.814,5
44599.41667,14.114,3.5
44599.42708,17.494,4.5
44599.4375,20.336,5.2
44599.44792,26.004,6.4
44599.45833,26.909,6.8
44599.46875,25.384,6.5
44599.47917,19.725,5
44599.48958,21.187,5.4
44599.5,18.888,4.8
44599.51042,20.694,5.1
44599.52083,23.428,5.9
44599.53125,21.442,5.5
44599.54167,25.197,6.4
44599.55208,27.217,6.9
44599.5625,26.826,6.8
44599.57292,24.146,5.9
44599.58333,18.9,4.8
44599.59375,12.728,3.2
44599.60417,13.377,3.3
44599.61458,18.633,4.7
44599.625,16.404,4.1
44599.63542,10.476,2.6
44599.64583,8.635,2.2
44599.65625,6.901,1.8
44599.66667,5.817,1.4
44599.67708,4.571,1.2
44599.6875,3.092,0.8
44599.69792,2.124,0.5
44599.70833,1.599,0.4
44599.71875,0.894,0.2
44599.72917,0.277,0.1
44599.73958,0.108,0
44599.75,0.039,0
44599.76042,0,0
44599.77083,0,0
44599.78125,0,0
44599.79167,0,0
44599.80208,0,0
44599.8125,0,0
44599.82292,0,0
44599.83333,0,0
44599.84375,0,0
44599.85417,0,0
44599.86458,0,0
44599.875,0,0
44599.88542,0,0
44599.89583,0,0
44599.90625,0,0
44599.91667,0,0
44599.92708,0,0
44599.9375,0,0
44599.94792,0,0
44599.95833,0,0
44599.96875,0,0
44599.97917,0,0
44599.98958,0,0
44600,0,0
44600.01042,0,0
44600.02083,0,0
44600.03125,0,0
44600.04167,0,0
44600.05208,0,0
44600.0625,0,0
44600.07292,0,0
44600.08333,0,0
44600.09375,0,0
44600.10417,0,0
44600.11458,0,0
44600.125,0,0
44600.13542,0,0
44600.14583,0,0
44600.15625,0,0
44600.16667,0,0
44600.17708,0,0
44600.1875,0,0
44600.19792,0,0
44600.20833,0,0
44600.21875,0,0
44600.22917,0,0
44600.23958,0,0
44600.25,0,0
44600.26042,0,0
44600.27083,0,0
44600.28125,0,0
44600.29167,0.112,0
44600.30208,0.513,0.1
44600.3125,0.927,0.2
44600.32292,2.179,0.6
44600.33333,6.802,1.7
44600.34375,11.288,2.8
44600.35417,14.317,3.7
44600.36458,17.197,4.3
44600.375,19.535,4.9
44600.38542,21.489,5.4
44600.39583,23.35,5.9
44600.40625,25.22,6.4
44600.41667,26.989,6.8
44600.42708,28.621,7.3
44600.4375,29.938,7.6
44600.44792,30.825,7.6
44600.45833,32.166,8.2
44600.46875,33.074,8.3
44600.47917,33.623,8.6
44600.48958,34.153,8.6
44600.5,34.546,8.8
44600.51042,34.736,8.6
44600.52083,34.683,8.7
44600.53125,34.161,8.7
44600.54167,33.57,8.5
44600.55208,32.575,8.3
44600.5625,32.16,8.1
44600.57292,31.05,7.7
44600.58333,29.702,7.6
44600.59375,28.17,7.1
44600.60417,26.797,6.8
44600.61458,25.139,6.4
44600.625,23.039,5.8
44600.63542,14.554,3.6
44600.64583,7.732,1.9
44600.65625,3.358,0.9
44600.66667,2.922,0.7
44600.67708,2.67,0.7
44600.6875,3.008,0.8
44600.69792,2.485,0.6
44600.70833,1.995,0.5
44600.71875,0.918,0.2
44600.72917,0.292,0.1
44600.73958,0.107,0
44600.75,0.039,0
44600.76042,0,0
44600.77083,0,0
44600.78125,0,0
44600.79167,0,0
44600.80208,0,0
44600.8125,0,0
44600.82292,0,0
44600.83333,0,0
44600.84375,0,0
44600.85417,0,0
44600.86458,0,0
44600.875,0,0
44600.88542,0,0
44600.89583,0,0
44600.90625,0,0
44600.91667,0,0
44600.92708,0,0
44600.9375,0,0
44600.94792,0,0
44600.95833,0,0
44600.96875,0,0
44600.97917,0,0
44600.98958,0,0
44601,0,0
44601.01042,0,0
44601.02083,0,0
44601.03125,0,0
44601.04167,0,0
44601.05208,0,0
44601.0625,0,0
44601.07292,0,0
44601.08333,0,0
44601.09375,0,0
44601.10417,0,0
44601.11458,0,0
44601.125,0,0
44601.13542,0,0
44601.14583,0,0
44601.15625,0,0
44601.16667,0,0
44601.17708,0,0
44601.1875,0,0
44601.19792,0,0
44601.20833,0,0
44601.21875,0,0
44601.22917,0,0
44601.23958,0,0
44601.25,0,0
44601.26042,0,0
44601.27083,0,0
44601.28125,0,0
44601.29167,0.026,0
44601.30208,0.456,0.1
44601.3125,1.086,0.2
44601.32292,2.084,0.6
44601.33333,4.544,1.1
44601.34375,7.085,1.8
44601.35417,9.42,2.4
44601.36458,11.829,3
44601.375,13.989,3.5
44601.38542,15.899,4.1
44601.39583,17.798,4.5
44601.40625,19.804,4.9
44601.41667,21.763,5.5
44601.42708,23.506,6
44601.4375,24.896,6.3
44601.44792,26.05,6.6
44601.45833,27.031,6.9
44601.46875,27.599,7
44601.47917,28.385,7.1
44601.48958,29.078,7.3
44601.5,29.227,7.4
44601.51042,29.161,7.4
44601.52083,28.648,7.3
44601.53125,28.232,7.2
44601.54167,27.098,6.8
44601.55208,25.631,6.4
44601.5625,25.523,6.5
44601.57292,25.926,6.5
44601.58333,24.028,6.1
44601.59375,22.214,5.6
44601.60417,20.772,5.3
44601.61458,18.248,4.6
44601.625,16.345,4.1
44601.63542,12.194,3.1
44601.64583,7.919,2
44601.65625,5.42,1.4
44601.66667,4.604,1.1
44601.67708,3.807,1
44601.6875,3.307,0.8
44601.69792,2.503,0.7
44601.70833,1.583,0.4
44601.71875,0.745,0.1
44601.72917,0.271,0.1
44601.73958,0.104,0
44601.75,0.049,0
44601.76042,0,0
44601.77083,0,0
44601.78125,0,0
44601.79167,0,0
44601.80208,0,0
44601.8125,0,0
44601.82292,0,0
44601.83333,0,0
44601.84375,0,0
44601.85417,0,0
44601.86458,0,0
44601.875,0,0
44601.88542,0,0
44601.89583,0,0
44601.90625,0,0
44601.91667,0,0
44601.92708,0,0
44601.9375,0,0
44601.94792,0,0
44601.95833,0,0
44601.96875,0,0
44601.97917,0,0
44601.98958,0,0
44602,0,0
44602.01042,0,0
44602.02083,0,0
44602.03125,0,0
44602.04167,0,0
44602.05208,0,0
44602.0625,0,0
44602.07292,0,0
44602.08333,0,0
44602.09375,0,0
44602.10417,0,0
44602.11458,0,0
44602.125,0,0
44602.13542,0,0
44602.14583,0,0
44602.15625,0,0
44602.16667,0,0
44602.17708,0,0
44602.1875,0,0
44602.19792,0,0
44602.20833,0,0
44602.21875,0,0
44602.22917,0,0
44602.23958,0,0
44602.25,0,0
44602.26042,0,0
44602.27083,0,0
44602.28125,0,0
44602.29167,0.052,0
44602.30208,0.466,0.1
44602.3125,1.084,0.3
44602.32292,2.023,0.5
44602.33333,3.89,1
44602.34375,5.838,1.4
44602.35417,7.959,2
44602.36458,10.069,2.6
44602.375,12.038,3
44602.38542,14.049,3.6
44602.39583,16.121,4.1
44602.40625,18.192,4.6
44602.41667,20.132,5
44602.42708,21.684,5.4
44602.4375,22.953,5.9
44602.44792,23.799,6
44602.45833,25.115,6.4
44602.46875,26.255,6.7
44602.47917,26.941,6.8
44602.48958,27.348,6.9
44602.5,27.109,6.7
44602.51042,24.999,6.2
44602.52083,26.56,6.7
44602.53125,27.383,7
44602.54167,27.265,6.9
44602.55208,26.75,6.6
44602.5625,25.652,6.6
44602.57292,25.646,6.5
44602.58333,24.708,6.3
44602.59375,22.676,5.7
44602.60417,20.795,5.3
44602.61458,18.686,4.6
44602.625,16.889,4.3
44602.63542,12.84,3.3
44602.64583,8.165,2
44602.65625,5.231,1.4
44602.66667,4.35,1.1
44602.67708,3.811,0.9
44602.6875,3.437,0.9
44602.69792,2.435,0.6
44602.70833,1.284,0.3
44602.71875,0.519,0.2
44602.72917,0.233,0
44602.73958,0.094,0.1
44602.75,0.047,0
44602.76042,0,0
44602.77083,0,0
44602.78125,0,0
44602.79167,0,0
44602.80208,0,0
44602.8125,0,0
44602.82292,0,0
44602.83333,0,0
44602.84375,0,0
44602.85417,0,0
44602.86458,0,0
44602.875,0,0
44602.88542,0,0
44602.89583,0,0
44602.90625,0,0
44602.91667,0,0
44602.92708,0,0
44602.9375,0,0
44602.94792,0,0
44602.95833,0,0
44602.96875,0,0
44602.97917,0,0
44602.98958,0,0
44603,0,0
44603.01042,0,0
44603.02083,0,0
44603.03125,0,0
44603.04167,0,0
44603.05208,0,0
44603.0625,0,0
44603.07292,0,0
44603.08333,0,0
44603.09375,0,0
44603.10417,0,0
44603.11458,0,0
44603.125,0,0
44603.13542,0,0
44603.14583,0,0
44603.15625,0,0
44603.16667,0,0
44603.17708,0,0
44603.1875,0,0
44603.19792,0,0
44603.20833,0,0
44603.21875,0,0
44603.22917,0,0
44603.23958,0,0
44603.25,0,0
44603.26042,0,0
44603.27083,0,0
44603.28125,0,0
44603.29167,0.12,0
44603.30208,0.67,0.1
44603.3125,1.24,0.4
44603.32292,2.373,0.6
44603.33333,3.355,0.8
44603.34375,4.899,1.3
44603.35417,6.532,1.6
44603.36458,8.525,2.1
44603.375,9.433,2.4
44603.38542,11.024,2.8
44603.39583,11.732,3
44603.40625,13.208,3.3
44603.41667,14.217,3.5
44603.42708,13.901,3.6
44603.4375,15.104,3.8
44603.44792,15.663,4
44603.45833,15.377,3.9
44603.46875,14.922,3.7
44603.47917,13.47,3.4
44603.48958,13.408,3.4
44603.5,13.723,3.5
44603.51042,13.483,3.4
44603.52083,12.713,3.2
44603.53125,12.917,3.2
44603.54167,12.874,3.3
44603.55208,11.565,2.9
44603.5625,11.037,2.8
44603.57292,9.884,2.5
44603.58333,9.434,2.4
44603.59375,9.471,2.3
44603.60417,9.189,2.4
44603.61458,8.583,2.1
44603.625,7.909,2
44603.63542,6.72,1.7
44603.64583,5.686,1.5
44603.65625,5.22,1.3
44603.66667,4.325,1.1
44603.67708,3.336,0.8
44603.6875,2.649,0.7
44603.69792,1.745,0.4
44603.70833,1.154,0.3
44603.71875,0.701,0.2
44603.72917,0.247,0.1
44603.73958,0.106,0
44603.75,0.049,0
44603.76042,0,0
44603.77083,0,0
44603.78125,0,0
44603.79167,0,0
44603.80208,0,0
44603.8125,0,0
44603.82292,0,0
44603.83333,0,0
44603.84375,0,0
44603.85417,0,0
44603.86458,0,0
44603.875,0,0
44603.88542,0,0
44603.89583,0,0
44603.90625,0,0
44603.91667,0,0
44603.92708,0,0
44603.9375,0,0
44603.94792,0,0
44603.95833,0,0
44603.96875,0,0
44603.97917,0,0
44603.98958,0,0
44604,0,0
44604.01042,0,0
44604.02083,0,0
44604.03125,0,0
44604.04167,0,0
44604.05208,0,0
44604.0625,0,0
44604.07292,0,0
44604.08333,0,0
44604.09375,0,0
44604.10417,0,0
44604.11458,0,0
44604.125,0,0
44604.13542,0,0
44604.14583,0,0
44604.15625,0,0
44604.16667,0,0
44604.17708,0,0
44604.1875,0,0
44604.19792,0,0
44604.20833,0,0
44604.21875,0,0
44604.22917,0,0
44604.23958,0,0
44604.25,0,0
44604.26042,0,0
44604.27083,0,0
44604.28125,0,0
44604.29167,0,0
44604.30208,0.16,0
44604.3125,0.598,0.1
44604.32292,1.174,0.3
44604.33333,2.14,0.6
44604.34375,4.036,1
44604.35417,4.443,1.1
44604.36458,4.894,1.3
44604.375,6.617,1.6
44604.38542,9.202,2.3
44604.39583,8.805,2.3
44604.40625,8.347,2.1
44604.41667,6.103,1.5
44604.42708,6.055,1.6
44604.4375,6.088,1.5
44604.44792,4.521,1.1
44604.45833,2.803,0.7
44604.46875,3.078,0.8
44604.47917,3.608,0.9
44604.48958,4.136,1.1
44604.5,4.135,1
44604.51042,3.948,1
44604.52083,4.704,1.2
44604.53125,4.478,1.1
44604.54167,3.781,1
44604.55208,3.408,0.8
44604.5625,3.734,1
44604.57292,4.447,1.1
44604.58333,3.661,0.9
44604.59375,2.209,0.6
44604.60417,2.125,0.5
44604.61458,2.03,0.5
44604.625,2.436,0.6
44604.63542,2.023,0.6
44604.64583,1.322,0.3
44604.65625,0.979,0.2
44604.66667,0.748,0.2
44604.67708,0.661,0.2
44604.6875,0.695,0.2
44604.69792,0.537,0.1
44604.70833,0.348,0.1
44604.71875,0.205,0
44604.72917,0.113,0.1
44604.73958,0.091,0
44604.75,0.024,0
44604.76042,0,0
44604.77083,0,0
44604.78125,0,0
44604.79167,0,0
44604.80208,0,0
44604.8125,0,0
44604.82292,0,0
44604.83333,0,0
44604.84375,0,0
44604.85417,0,0
44604.86458,0,0
44604.875,0,0
44604.88542,0,0
44604.89583,0,0
44604.90625,0,0
44604.91667,0,0
44604.92708,0,0
44604.9375,0,0
44604.94792,0,0
44604.95833,0,0
44604.96875,0,0
44604.97917,0,0
44604.98958,0,0
44605,0,0
44605.01042,0,0
44605.02083,0,0
44605.03125,0,0
44605.04167,0,0
44605.05208,0,0
44605.0625,0,0
44605.07292,0,0
44605.08333,0,0
44605.09375,0,0
44605.10417,0,0
44605.11458,0,0
44605.125,0,0
44605.13542,0,0
44605.14583,0,0
44605.15625,0,0
44605.16667,0,0
44605.17708,0,0
44605.1875,0,0
44605.19792,0,0
44605.20833,0,0
44605.21875,0,0
44605.22917,0,0
44605.23958,0,0
44605.25,0,0
44605.26042,0,0
44605.27083,0,0
44605.28125,0,0
44605.29167,0,0
44605.30208,0,0
44605.3125,0,0
44605.32292,0.057,0
44605.33333,0.225,0
44605.34375,0.307,0.1
44605.35417,0.372,0.1
44605.36458,0.424,0.1
44605.375,0.444,0.1
44605.38542,0.493,0.1
44605.39583,0.717,0.2
44605.40625,0.989,0.3
44605.41667,0.77,0.2
44605.42708,0.692,0.1
44605.4375,0.824,0.2
44605.44792,0.908,0.3
44605.45833,1.45,0.3
44605.46875,2.574,0.7
44605.47917,2.572,0.6
44605.48958,1.72,0.5
44605.5,1.706,0.4
44605.51042,2.004,0.5
44605.52083,1.695,0.4
44605.53125,2.233,0.6
44605.54167,1.393,0.4
44605.55208,1.177,0.3
44605.5625,1.118,0.2
44605.57292,1.908,0.5
44605.58333,2.668,0.7
44605.59375,1.718,0.4
44605.60417,1.091,0.3
44605.61458,1.147,0.3
44605.625,1.022,0.3
44605.63542,1.384,0.3
44605.64583,1.228,0.3
44605.65625,1.004,0.3
44605.66667,0.93,0.2
44605.67708,0.599,0.2
44605.6875,0.514,0.1
44605.69792,0.401,0.1
44605.70833,0.298,0.1
44605.71875,0.244,0
44605.72917,0.128,0.1
44605.73958,0.095,0
44605.75,0.043,0
44605.76042,0,0
44605.77083,0,0
44605.78125,0,0
44605.79167,0,0
44605.80208,0,0
44605.8125,0,0
44605.82292,0,0
44605.83333,0,0
44605.84375,0,0
44605.85417,0,0
44605.86458,0,0
44605.875,0,0
44605.88542,0,0
44605.89583,0,0
44605.90625,0,0
44605.91667,0,0
44605.92708,0,0
44605.9375,0,0
44605.94792,0,0
44605.95833,0,0
44605.96875,0,0
44605.97917,0,0
44605.98958,0,0
44606,0,0
44606.01042,0,0
44606.02083,0,0
44606.03125,0,0
44606.04167,0,0
44606.05208,0,0
44606.0625,0,0
44606.07292,0,0
44606.08333,0,0
44606.09375,0,0
44606.10417,0,0
44606.11458,0,0
44606.125,0,0
44606.13542,0,0
44606.14583,0,0
44606.15625,0,0
44606.16667,0,0
44606.17708,0,0
44606.1875,0,0
44606.19792,0,0
44606.20833,0,0
44606.21875,0,0
44606.22917,0,0
44606.23958,0,0
44606.25,0,0
44606.26042,0,0
44606.27083,0,0
44606.28125,0,0
44606.29167,0,0
44606.30208,0.115,0
44606.3125,0.27,0
44606.32292,0.5,0.2
44606.33333,1.048,0.2
44606.34375,1.424,0.4
44606.35417,1.93,0.5
44606.36458,2.478,0.6
44606.375,2.988,0.8
44606.38542,3.454,0.8
44606.39583,4.114,1.1
44606.40625,4.81,1.2
44606.41667,5.708,1.4
44606.42708,7.001,1.8
44606.4375,8.844,2.3
44606.44792,11.682,2.9
44606.45833,19.532,5
44606.46875,28.269,7.2
44606.47917,35.781,9.1
44606.48958,39.038,9.8
44606.5,39.389,10
44606.51042,39.433,10
44606.52083,39.395,9.8
44606.53125,36.886,9.2
44606.54167,37.398,9.5
44606.55208,36.412,9.2
44606.5625,33.544,8.4
44606.57292,30.795,7.9
44606.58333,31.199,7.7
44606.59375,33.437,8.5
44606.60417,31.445,8
44606.61458,29.362,7.5
44606.625,27.553,7
44606.63542,21.194,5.3
44606.64583,11.074,2.8
44606.65625,3.208,0.8
44606.66667,2.608,0.7
44606.67708,2.96,0.7
44606.6875,5.142,1.3
44606.69792,6.493,1.7
44606.70833,4.058,1
44606.71875,2.21,0.6
44606.72917,0.703,0.1
44606.73958,0.165,0.1
44606.75,0.084,0
44606.76042,0.009,0
44606.77083,0,0
44606.78125,0,0
44606.79167,0,0
44606.80208,0,0
44606.8125,0,0
44606.82292,0,0
44606.83333,0,0
44606.84375,0,0
44606.85417,0,0
44606.86458,0,0
44606.875,0,0
44606.88542,0,0
44606.89583,0,0
44606.90625,0,0
44606.91667,0,0
44606.92708,0,0
44606.9375,0,0
44606.94792,0,0
44606.95833,0,0
44606.96875,0,0
44606.97917,0,0
44606.98958,0,0
44607,0,0
44607.01042,0,0
44607.02083,0,0
44607.03125,0,0
44607.04167,0,0
44607.05208,0,0
44607.0625,0,0
44607.07292,0,0
44607.08333,0,0
44607.09375,0,0
44607.10417,0,0
44607.11458,0,0
44607.125,0,0
44607.13542,0,0
44607.14583,0,0
44607.15625,0,0
44607.16667,0,0
44607.17708,0,0
44607.1875,0,0
44607.19792,0,0
44607.20833,0,0
44607.21875,0,0
44607.22917,0,0
44607.23958,0,0
44607.25,0,0
44607.26042,0,0
44607.27083,0,0
44607.28125,0,0
44607.29167,0.252,0
44607.30208,0.712,0.2
44607.3125,1.523,0.4
44607.32292,2.391,0.6
44607.33333,3.204,0.8
44607.34375,4.407,1.1
44607.35417,6.882,1.7
44607.36458,7.235,1.9
44607.375,8.926,2.2
44607.38542,12.533,3.2
44607.39583,12.872,3.3
44607.40625,10.144,2.6
44607.41667,14.571,3.6
44607.42708,17.884,4.5
44607.4375,15.742,4
44607.44792,14.126,3.6
44607.45833,17.221,4.3
44607.46875,26.532,6.8
44607.47917,27.288,6.8
44607.48958,28.29,7.1
44607.5,30.84,7.9
44607.51042,32.884,8.3
44607.52083,33.064,8.4
44607.53125,32.671,8.1
44607.54167,33.491,8.5
44607.55208,33.624,8.5
44607.5625,33.57,8.5
44607.57292,32.874,8.3
44607.58333,32.027,8.1
44607.59375,30.899,7.7
44607.60417,29.111,7.4
44607.61458,27.133,6.8
44607.625,24.927,6.3
44607.63542,18.923,4.9
44607.64583,11.508,2.8
44607.65625,4.9,1.3
44607.66667,4.082,1
44607.67708,4.553,1.2
44607.6875,5.696,1.4
44607.69792,5.826,1.5
44607.70833,2.659,0.6
44607.71875,2.131,0.6
44607.72917,0.722,0.2
44607.73958,0.184,0
44607.75,0.083,0
44607.76042,0.012,0
44607.77083,0,0
44607.78125,0,0
44607.79167,0,0
44607.80208,0,0
44607.8125,0,0
44607.82292,0,0
44607.83333,0,0
44607.84375,0,0
44607.85417,0,0
44607.86458,0,0
44607.875,0,0
44607.88542,0,0
44607.89583,0,0
44607.90625,0,0
44607.91667,0,0
44607.92708,0,0
44607.9375,0,0
44607.94792,0,0
44607.95833,0,0
44607.96875,0,0
44607.97917,0,0
44607.98958,0,0
44608,0,0
44608.01042,0,0
44608.02083,0,0
44608.03125,0,0
44608.04167,0,0
44608.05208,0,0
44608.0625,0,0
44608.07292,0,0
44608.08333,0,0
44608.09375,0,0
44608.10417,0,0
44608.11458,0,0
44608.125,0,0
44608.13542,0,0
44608.14583,0,0
44608.15625,0,0
44608.16667,0,0
44608.17708,0,0
44608.1875,0,0
44608.19792,0,0
44608.20833,0,0
44608.21875,0,0
44608.22917,0,0
44608.23958,0,0
44608.25,0,0
44608.26042,0,0
44608.27083,0,0
44608.28125,0,0
44608.29167,0.213,0
44608.30208,0.717,0.2
44608.3125,1.677,0.4
44608.32292,3.738,0.9
44608.33333,6.098,1.6
44608.34375,9.246,2.3
44608.35417,11.717,2.9
44608.36458,14.263,3.7
44608.375,17.909,4.4
44608.38542,20.75,5.3
44608.39583,23.645,6
44608.40625,26.631,6.7
44608.41667,28.899,7.3
44608.42708,30.946,7.9
44608.4375,32.944,8.1
44608.44792,34.503,8.8
44608.45833,35.966,9.1
44608.46875,36.372,9.2
44608.47917,36.944,9.3
44608.48958,37.129,9.2
44608.5,37.891,9.6
44608.51042,38.075,9.7
44608.52083,38.139,9.6
44608.53125,37.983,9.6
44608.54167,37.627,9.6
44608.55208,37.191,9.1
44608.5625,36.443,9.3
44608.57292,35.067,8.9
44608.58333,34.14,8.6
44608.59375,33.035,8.4
44608.60417,31.341,7.7
44608.61458,29.628,7.6
44608.625,27.681,7
44608.63542,22.269,5.6
44608.64583,12.059,3.1
44608.65625,3.537,0.9
44608.66667,2.621,0.6
44608.67708,3.43,0.9
44608.6875,5.378,1.3
44608.69792,6.822,1.8
44608.70833,4.809,1.2
44608.71875,2.39,0.6
44608.72917,0.775,0.2
44608.73958,0.18,0
44608.75,0.08,0
44608.76042,0.011,0
44608.77083,0,0
44608.78125,0,0
44608.79167,0,0
44608.80208,0,0
44608.8125,0,0
44608.82292,0,0
44608.83333,0,0
44608.84375,0,0
44608.85417,0,0
44608.86458,0,0
44608.875,0,0
44608.88542,0,0
44608.89583,0,0
44608.90625,0,0
44608.91667,0,0
44608.92708,0,0
44608.9375,0,0
44608.94792,0,0
44608.95833,0,0
44608.96875,0,0
44608.97917,0,0
44608.98958,0,0
44609,0,0
44609.01042,0,0
44609.02083,0,0
44609.03125,0,0
44609.04167,0,0
44609.05208,0,0
44609.0625,0,0
44609.07292,0,0
44609.08333,0,0
44609.09375,0,0
44609.10417,0,0
44609.11458,0,0
44609.125,0,0
44609.13542,0,0
44609.14583,0,0
44609.15625,0,0
44609.16667,0,0
44609.17708,0,0
44609.1875,0,0
44609.19792,0,0
44609.20833,0,0
44609.21875,0,0
44609.22917,0,0
44609.23958,0,0
44609.25,0,0
44609.26042,0,0
44609.27083,0,0
44609.28125,0,0
44609.29167,0.339,0
44609.30208,1.175,0.3
44609.3125,1.84,0.5
44609.32292,4.471,1.1
44609.33333,8.651,2.3
44609.34375,9.558,2.3
44609.35417,8.928,2.3
44609.36458,14.062,3.5
44609.375,12.75,3.2
44609.38542,16.485,4.1
44609.39583,19.782,5
44609.40625,24.566,6.2
44609.41667,23.623,5.8
44609.42708,26.774,6.9
44609.4375,25.749,6.5
44609.44792,31.042,7.9
44609.45833,30.528,7.7
44609.46875,32.177,8
44609.47917,33.653,8.5
44609.48958,33.302,8.5
44609.5,33.084,8.3
44609.51042,34.274,8.6
44609.52083,34.311,8.7
44609.53125,32.925,8.2
44609.54167,25.175,6.3
44609.55208,22.671,5.8
44609.5625,23.793,6
44609.57292,25.117,6.4
44609.58333,28.584,7.2
44609.59375,25.193,6.2
44609.60417,21.41,5.5
44609.61458,15.211,3.8
44609.625,14.674,3.8
44609.63542,11.089,2.8
44609.64583,9.26,2.3
44609.65625,8.817,2.3
44609.66667,7.417,1.8
44609.67708,5.781,1.5
44609.6875,4.754,1.2
44609.69792,2.825,0.7
44609.70833,1.869,0.5
44609.71875,0.927,0.2
44609.72917,0.425,0.1
44609.73958,0.169,0
44609.75,0.084,0.1
44609.76042,0.007,0
44609.77083,0,0
44609.78125,0,0
44609.79167,0,0
44609.80208,0,0
44609.8125,0,0
44609.82292,0,0
44609.83333,0,0
44609.84375,0,0
44609.85417,0,0
44609.86458,0,0
44609.875,0,0
44609.88542,0,0
44609.89583,0,0
44609.90625,0,0
44609.91667,0,0
44609.92708,0,0
44609.9375,0,0
44609.94792,0,0
44609.95833,0,0
44609.96875,0,0
44609.97917,0,0
44609.98958,0,0
44610,0,0
44610.01042,0,0
44610.02083,0,0
44610.03125,0,0
44610.04167,0,0
44610.05208,0,0
44610.0625,0,0
44610.07292,0,0
44610.08333,0,0
44610.09375,0,0
44610.10417,0,0
44610.11458,0,0
44610.125,0,0
44610.13542,0,0
44610.14583,0,0
44610.15625,0,0
44610.16667,0,0
44610.17708,0,0
44610.1875,0,0
44610.19792,0,0
44610.20833,0,0
44610.21875,0,0
44610.22917,0,0
44610.23958,0,0
44610.25,0,0
44610.26042,0,0
44610.27083,0,0
44610.28125,0,0
44610.29167,0.3,0
44610.30208,0.746,0.2
44610.3125,1.52,0.4
44610.32292,1.885,0.5
44610.33333,2.933,0.7
44610.34375,4.544,1.2
44610.35417,5.659,1.4
44610.36458,6.275,1.6
44610.375,9.953,2.5
44610.38542,11.316,2.8
44610.39583,12.145,3.2
44610.40625,11.439,2.9
44610.41667,11.179,2.8
44610.42708,16.426,4
44610.4375,13.72,3.5
44610.44792,14.157,3.6
44610.45833,11.189,2.9
44610.46875,11.282,2.8
44610.47917,9.407,2.4
44610.48958,14.076,3.5
44610.5,13.271,3.4
44610.51042,13.105,3.3
44610.52083,13.055,3.3
44610.53125,12.254,3.1
44610.54167,12.781,3.3
44610.55208,11.722,2.9
44610.5625,10.075,2.5
44610.57292,9.312,2.4
44610.58333,7.878,2
44610.59375,8.616,2.1
44610.60417,8.291,2.2
44610.61458,7.095,1.7
44610.625,7.855,2
44610.63542,7.476,1.9
44610.64583,8.162,2.1
